model_name,fold,run,criterion,num_trees,with_title,with_keywords,nb_added_negs,f1,recall,precision,accuracy,AP,MCC,NDCG,kappa,TN,FP,FN,TP,roc_auc
Random Forest,1,1,gini,200,True,False,100,0.8641975308641975,0.945945945945946,0.7954545454545454,0.78,0,0.3423618220707694,0,0.3073047858942065,8.0,18.0,4.0,70.0,0
Random Forest,2,1,gini,200,True,False,100,0.8588957055214724,0.958904109589041,0.7777777777777778,0.7676767676767676,0,0.2903433525697707,0,0.2402402402402402,6.0,20.0,3.0,70.0,0
Random Forest,3,1,gini,200,True,False,100,0.8414634146341463,0.9452054794520548,0.7582417582417582,0.7373737373737373,0,0.1599351991890693,0,0.127457627118644,4.0,22.0,4.0,69.0,0
Random Forest,4,1,gini,200,True,False,100,0.8227848101265823,0.8904109589041096,0.7647058823529411,0.7171717171717171,0,0.1530404560806335,0,0.1423267326732672,6.0,20.0,8.0,65.0,0
Random Forest,1,1,entropy,200,True,False,100,0.8553459119496856,0.918918918918919,0.8,0.77,0,0.3256211080828545,0,0.3072289156626506,9.0,17.0,6.0,68.0,0
Random Forest,2,1,entropy,200,True,False,100,0.8481012658227848,0.9178082191780822,0.788235294117647,0.7575757575757576,0,0.2847883269674397,0,0.2648514851485147,8.0,18.0,6.0,67.0,0
Random Forest,3,1,entropy,200,True,False,100,0.8427672955974843,0.9178082191780822,0.7790697674418605,0.7474747474747475,0,0.2437021424696822,0,0.2229199372056514,7.0,19.0,6.0,67.0,0
Random Forest,4,1,entropy,200,True,False,100,0.8280254777070064,0.8904109589041096,0.7738095238095238,0.7272727272727273,0,0.1959337505967548,0,0.1848124428179324,7.0,19.0,8.0,65.0,0
Random Forest,1,1,log_loss,300,True,False,100,0.8553459119496856,0.918918918918919,0.8,0.77,0,0.3256211080828545,0,0.3072289156626506,9.0,17.0,6.0,68.0,0
Random Forest,2,1,log_loss,300,True,False,100,0.8427672955974843,0.9178082191780822,0.7790697674418605,0.7474747474747475,0,0.2437021424696822,0,0.2229199372056514,7.0,19.0,6.0,67.0,0
Random Forest,3,1,log_loss,300,True,False,100,0.8301886792452831,0.9041095890410958,0.7674418604651163,0.7272727272727273,0,0.1757401365415173,0,0.1607535321821035,6.0,20.0,7.0,66.0,0
Random Forest,4,1,log_loss,300,True,False,100,0.8354430379746836,0.9041095890410958,0.7764705882352941,0.7373737373737373,0,0.2189143915240365,0,0.203589108910891,7.0,19.0,7.0,66.0,0
Random Forest,1,1,gini,300,True,False,100,0.8711656441717791,0.9594594594594594,0.797752808988764,0.79,0,0.3745150194746021,0,0.3286445012787724,8.0,18.0,3.0,71.0,0
Random Forest,2,1,gini,300,True,False,100,0.8414634146341463,0.9452054794520548,0.7582417582417582,0.7373737373737373,0,0.1599351991890693,0,0.127457627118644,4.0,22.0,4.0,69.0,0
Random Forest,3,1,gini,300,True,False,100,0.8363636363636363,0.9452054794520548,0.75,0.7272727272727273,0,0.1040175936669491,0,0.0792283844299002,3.0,23.0,4.0,69.0,0
Random Forest,4,1,gini,300,True,False,100,0.84472049689441,0.9315068493150684,0.7727272727272727,0.7474747474747475,0,0.2272296156064184,0,0.199288256227758,6.0,20.0,5.0,68.0,0
Random Forest,1,1,entropy,300,True,False,100,0.8553459119496856,0.918918918918919,0.8,0.77,0,0.3256211080828545,0,0.3072289156626506,9.0,17.0,6.0,68.0,0
Random Forest,2,1,entropy,300,True,False,100,0.8427672955974843,0.9178082191780822,0.7790697674418605,0.7474747474747475,0,0.2437021424696822,0,0.2229199372056514,7.0,19.0,6.0,67.0,0
Random Forest,3,1,entropy,300,True,False,100,0.8301886792452831,0.9041095890410958,0.7674418604651163,0.7272727272727273,0,0.1757401365415173,0,0.1607535321821035,6.0,20.0,7.0,66.0,0
Random Forest,4,1,entropy,300,True,False,100,0.8354430379746836,0.9041095890410958,0.7764705882352941,0.7373737373737373,0,0.2189143915240365,0,0.203589108910891,7.0,19.0,7.0,66.0,0
Random Forest,1,1,log_loss,400,True,False,100,0.8481012658227848,0.9054054054054054,0.7976190476190477,0.76,0,0.3009838502167152,0,0.2874109263657957,9.0,17.0,7.0,67.0,0
Random Forest,2,1,log_loss,400,True,False,100,0.84472049689441,0.9315068493150684,0.7727272727272727,0.7474747474747475,0,0.2272296156064184,0,0.199288256227758,6.0,20.0,5.0,68.0,0
Random Forest,3,1,log_loss,400,True,False,100,0.8481012658227848,0.9178082191780822,0.788235294117647,0.7575757575757576,0,0.2847883269674397,0,0.2648514851485147,8.0,18.0,6.0,67.0,0
Random Forest,4,1,log_loss,400,True,False,100,0.8427672955974843,0.9178082191780822,0.7790697674418605,0.7474747474747475,0,0.2437021424696822,0,0.2229199372056514,7.0,19.0,6.0,67.0,0
Random Forest,1,1,gini,400,True,False,100,0.8588957055214724,0.945945945945946,0.7865168539325843,0.77,0,0.3016521752188429,0,0.2647058823529412,7.0,19.0,4.0,70.0,0
Random Forest,2,1,gini,400,True,False,100,0.8363636363636363,0.9452054794520548,0.75,0.7272727272727273,0,0.1040175936669491,0,0.0792283844299002,3.0,23.0,4.0,69.0,0
Random Forest,3,1,gini,400,True,False,100,0.8148148148148148,0.9041095890410958,0.7415730337078652,0.696969696969697,0,0.0284681087833053,0,0.0243101182654401,3.0,23.0,7.0,66.0,0
Random Forest,4,1,gini,400,True,False,100,0.8395061728395061,0.9315068493150684,0.7640449438202247,0.7373737373737373,0,0.1808109611912639,0,0.1544021024967148,5.0,21.0,5.0,68.0,0
Random Forest,1,1,entropy,400,True,False,100,0.8481012658227848,0.9054054054054054,0.7976190476190477,0.76,0,0.3009838502167152,0,0.2874109263657957,9.0,17.0,7.0,67.0,0
Random Forest,2,1,entropy,400,True,False,100,0.84472049689441,0.9315068493150684,0.7727272727272727,0.7474747474747475,0,0.2272296156064184,0,0.199288256227758,6.0,20.0,5.0,68.0,0
Random Forest,3,1,entropy,400,True,False,100,0.8481012658227848,0.9178082191780822,0.788235294117647,0.7575757575757576,0,0.2847883269674397,0,0.2648514851485147,8.0,18.0,6.0,67.0,0
Random Forest,4,1,entropy,400,True,False,100,0.8427672955974843,0.9178082191780822,0.7790697674418605,0.7474747474747475,0,0.2437021424696822,0,0.2229199372056514,7.0,19.0,6.0,67.0,0
Random Forest,1,1,log_loss,500,True,False,100,0.8427672955974843,0.9054054054054054,0.788235294117647,0.75,0,0.2617738319881771,0,0.246987951807229,8.0,18.0,7.0,67.0,0
Random Forest,2,1,log_loss,500,True,False,100,0.84472049689441,0.9315068493150684,0.7727272727272727,0.7474747474747475,0,0.2272296156064184,0,0.199288256227758,6.0,20.0,5.0,68.0,0
Random Forest,3,1,log_loss,500,True,False,100,0.8354430379746836,0.9041095890410958,0.7764705882352941,0.7373737373737373,0,0.2189143915240365,0,0.203589108910891,7.0,19.0,7.0,66.0,0
Random Forest,4,1,log_loss,500,True,False,100,0.8375,0.9178082191780822,0.7701149425287356,0.7373737373737373,0,0.2003321974960204,0,0.1797323135755257,6.0,20.0,6.0,67.0,0
Random Forest,1,1,gini,500,True,False,100,0.8588957055214724,0.945945945945946,0.7865168539325843,0.77,0,0.3016521752188429,0,0.2647058823529412,7.0,19.0,4.0,70.0,0
Random Forest,2,1,gini,500,True,False,100,0.8466257668711656,0.9452054794520548,0.7666666666666667,0.7474747474747475,0,0.2104989306130837,0,0.1741741741741742,5.0,21.0,4.0,69.0,0
Random Forest,3,1,gini,500,True,False,100,0.8220858895705522,0.9178082191780822,0.7444444444444445,0.7070707070707071,0,0.0508100866997098,0,0.042042042042042,3.0,23.0,6.0,67.0,0
Random Forest,4,1,gini,500,True,False,100,0.8322981366459627,0.9178082191780822,0.7613636363636364,0.7272727272727273,0,0.1541915248757839,0,0.1352313167259786,5.0,21.0,6.0,67.0,0
Random Forest,1,1,entropy,500,True,False,100,0.8427672955974843,0.9054054054054054,0.788235294117647,0.75,0,0.2617738319881771,0,0.246987951807229,8.0,18.0,7.0,67.0,0
Random Forest,2,1,entropy,500,True,False,100,0.84472049689441,0.9315068493150684,0.7727272727272727,0.7474747474747475,0,0.2272296156064184,0,0.199288256227758,6.0,20.0,5.0,68.0,0
Random Forest,3,1,entropy,500,True,False,100,0.8354430379746836,0.9041095890410958,0.7764705882352941,0.7373737373737373,0,0.2189143915240365,0,0.203589108910891,7.0,19.0,7.0,66.0,0
Random Forest,4,1,entropy,500,True,False,100,0.8375,0.9178082191780822,0.7701149425287356,0.7373737373737373,0,0.2003321974960204,0,0.1797323135755257,6.0,20.0,6.0,67.0,0
Random Forest,1,1,log_loss,600,True,False,100,0.8481012658227848,0.9054054054054054,0.7976190476190477,0.76,0,0.3009838502167152,0,0.2874109263657957,9.0,17.0,7.0,67.0,0
Random Forest,2,1,log_loss,600,True,False,100,0.84472049689441,0.9315068493150684,0.7727272727272727,0.7474747474747475,0,0.2272296156064184,0,0.199288256227758,6.0,20.0,5.0,68.0,0
Random Forest,3,1,log_loss,600,True,False,100,0.8354430379746836,0.9041095890410958,0.7764705882352941,0.7373737373737373,0,0.2189143915240365,0,0.203589108910891,7.0,19.0,7.0,66.0,0
Random Forest,4,1,log_loss,600,True,False,100,0.8354430379746836,0.9041095890410958,0.7764705882352941,0.7373737373737373,0,0.2189143915240365,0,0.203589108910891,7.0,19.0,7.0,66.0,0
Random Forest,1,1,gini,600,True,False,100,0.8658536585365854,0.9594594594594594,0.7888888888888889,0.78,0,0.3343712185642056,0,0.2857142857142857,7.0,19.0,3.0,71.0,0
Random Forest,2,1,gini,600,True,False,100,0.8343558282208589,0.9315068493150684,0.7555555555555555,0.7272727272727273,0,0.1306545086563968,0,0.1081081081081081,4.0,22.0,5.0,68.0,0
Random Forest,3,1,gini,600,True,False,100,0.8220858895705522,0.9178082191780822,0.7444444444444445,0.7070707070707071,0,0.0508100866997098,0,0.042042042042042,3.0,23.0,6.0,67.0,0
Random Forest,4,1,gini,600,True,False,100,0.8395061728395061,0.9315068493150684,0.7640449438202247,0.7373737373737373,0,0.1808109611912639,0,0.1544021024967148,5.0,21.0,5.0,68.0,0
Random Forest,1,1,entropy,600,True,False,100,0.8481012658227848,0.9054054054054054,0.7976190476190477,0.76,0,0.3009838502167152,0,0.2874109263657957,9.0,17.0,7.0,67.0,0
Random Forest,2,1,entropy,600,True,False,100,0.84472049689441,0.9315068493150684,0.7727272727272727,0.7474747474747475,0,0.2272296156064184,0,0.199288256227758,6.0,20.0,5.0,68.0,0
Random Forest,3,1,entropy,600,True,False,100,0.8354430379746836,0.9041095890410958,0.7764705882352941,0.7373737373737373,0,0.2189143915240365,0,0.203589108910891,7.0,19.0,7.0,66.0,0
Random Forest,4,1,entropy,600,True,False,100,0.8354430379746836,0.9041095890410958,0.7764705882352941,0.7373737373737373,0,0.2189143915240365,0,0.203589108910891,7.0,19.0,7.0,66.0,0
Random Forest,1,1,log_loss,700,True,False,100,0.8427672955974843,0.9054054054054054,0.788235294117647,0.75,0,0.2617738319881771,0,0.246987951807229,8.0,18.0,7.0,67.0,0
Random Forest,2,1,log_loss,700,True,False,100,0.8466257668711656,0.9452054794520548,0.7666666666666667,0.7474747474747475,0,0.2104989306130837,0,0.1741741741741742,5.0,21.0,4.0,69.0,0
Random Forest,3,1,log_loss,700,True,False,100,0.8301886792452831,0.9041095890410958,0.7674418604651163,0.7272727272727273,0,0.1757401365415173,0,0.1607535321821035,6.0,20.0,7.0,66.0,0
Random Forest,4,1,log_loss,700,True,False,100,0.8322981366459627,0.9178082191780822,0.7613636363636364,0.7272727272727273,0,0.1541915248757839,0,0.1352313167259786,5.0,21.0,6.0,67.0,0
Random Forest,1,1,gini,700,True,False,100,0.8658536585365854,0.9594594594594594,0.7888888888888889,0.78,0,0.3343712185642056,0,0.2857142857142857,7.0,19.0,3.0,71.0,0
Random Forest,2,1,gini,700,True,False,100,0.8484848484848485,0.958904109589041,0.7608695652173914,0.7474747474747475,0,0.1935631743019749,0,0.1474336892869445,4.0,22.0,3.0,70.0,0
Random Forest,3,1,gini,700,True,False,100,0.8220858895705522,0.9178082191780822,0.7444444444444445,0.7070707070707071,0,0.0508100866997098,0,0.042042042042042,3.0,23.0,6.0,67.0,0
Random Forest,4,1,gini,700,True,False,100,0.8395061728395061,0.9315068493150684,0.7640449438202247,0.7373737373737373,0,0.1808109611912639,0,0.1544021024967148,5.0,21.0,5.0,68.0,0
Random Forest,1,1,entropy,700,True,False,100,0.8427672955974843,0.9054054054054054,0.788235294117647,0.75,0,0.2617738319881771,0,0.246987951807229,8.0,18.0,7.0,67.0,0
Random Forest,2,1,entropy,700,True,False,100,0.8466257668711656,0.9452054794520548,0.7666666666666667,0.7474747474747475,0,0.2104989306130837,0,0.1741741741741742,5.0,21.0,4.0,69.0,0
Random Forest,3,1,entropy,700,True,False,100,0.8301886792452831,0.9041095890410958,0.7674418604651163,0.7272727272727273,0,0.1757401365415173,0,0.1607535321821035,6.0,20.0,7.0,66.0,0
Random Forest,4,1,entropy,700,True,False,100,0.8322981366459627,0.9178082191780822,0.7613636363636364,0.7272727272727273,0,0.1541915248757839,0,0.1352313167259786,5.0,21.0,6.0,67.0,0
Random Forest,1,1,log_loss,800,True,False,100,0.85,0.918918918918919,0.7906976744186046,0.76,0,0.2864644354183381,0,0.2665036674816625,8.0,18.0,6.0,68.0,0
Random Forest,2,1,log_loss,800,True,False,100,0.8466257668711656,0.9452054794520548,0.7666666666666667,0.7474747474747475,0,0.2104989306130837,0,0.1741741741741742,5.0,21.0,4.0,69.0,0
Random Forest,3,1,log_loss,800,True,False,100,0.825,0.9041095890410958,0.7586206896551724,0.7171717171717171,0,0.1300028090133749,0,0.1166347992351816,5.0,21.0,7.0,66.0,0
Random Forest,4,1,log_loss,800,True,False,100,0.8322981366459627,0.9178082191780822,0.7613636363636364,0.7272727272727273,0,0.1541915248757839,0,0.1352313167259786,5.0,21.0,6.0,67.0,0
Random Forest,1,1,gini,800,True,False,100,0.8658536585365854,0.9594594594594594,0.7888888888888889,0.78,0,0.3343712185642056,0,0.2857142857142857,7.0,19.0,3.0,71.0,0
Random Forest,2,1,gini,800,True,False,100,0.8414634146341463,0.9452054794520548,0.7582417582417582,0.7373737373737373,0,0.1599351991890693,0,0.127457627118644,4.0,22.0,4.0,69.0,0
Random Forest,3,1,gini,800,True,False,100,0.8220858895705522,0.9178082191780822,0.7444444444444445,0.7070707070707071,0,0.0508100866997098,0,0.042042042042042,3.0,23.0,6.0,67.0,0
Random Forest,4,1,gini,800,True,False,100,0.8395061728395061,0.9315068493150684,0.7640449438202247,0.7373737373737373,0,0.1808109611912639,0,0.1544021024967148,5.0,21.0,5.0,68.0,0
Random Forest,1,1,entropy,800,True,False,100,0.85,0.918918918918919,0.7906976744186046,0.76,0,0.2864644354183381,0,0.2665036674816625,8.0,18.0,6.0,68.0,0
Random Forest,2,1,entropy,800,True,False,100,0.8466257668711656,0.9452054794520548,0.7666666666666667,0.7474747474747475,0,0.2104989306130837,0,0.1741741741741742,5.0,21.0,4.0,69.0,0
Random Forest,3,1,entropy,800,True,False,100,0.825,0.9041095890410958,0.7586206896551724,0.7171717171717171,0,0.1300028090133749,0,0.1166347992351816,5.0,21.0,7.0,66.0,0
Random Forest,4,1,entropy,800,True,False,100,0.8322981366459627,0.9178082191780822,0.7613636363636364,0.7272727272727273,0,0.1541915248757839,0,0.1352313167259786,5.0,21.0,6.0,67.0,0
Random Forest,1,1,log_loss,900,True,False,100,0.85,0.918918918918919,0.7906976744186046,0.76,0,0.2864644354183381,0,0.2665036674816625,8.0,18.0,6.0,68.0,0
Random Forest,2,1,log_loss,900,True,False,100,0.8518518518518519,0.9452054794520548,0.7752808988764045,0.7575757575757576,0,0.2569823873952432,0,0.2194480946123521,6.0,20.0,4.0,69.0,0
Random Forest,3,1,log_loss,900,True,False,100,0.8301886792452831,0.9041095890410958,0.7674418604651163,0.7272727272727273,0,0.1757401365415173,0,0.1607535321821035,6.0,20.0,7.0,66.0,0
Random Forest,4,1,log_loss,900,True,False,100,0.8395061728395061,0.9315068493150684,0.7640449438202247,0.7373737373737373,0,0.1808109611912639,0,0.1544021024967148,5.0,21.0,5.0,68.0,0
Random Forest,1,1,gini,900,True,False,100,0.8658536585365854,0.9594594594594594,0.7888888888888889,0.78,0,0.3343712185642056,0,0.2857142857142857,7.0,19.0,3.0,71.0,0
Random Forest,2,1,gini,900,True,False,100,0.8536585365853658,0.958904109589041,0.7692307692307693,0.7575757575757576,0,0.2441563945067175,0,0.1945762711864407,5.0,21.0,3.0,70.0,0
Random Forest,3,1,gini,900,True,False,100,0.8220858895705522,0.9178082191780822,0.7444444444444445,0.7070707070707071,0,0.0508100866997098,0,0.042042042042042,3.0,23.0,6.0,67.0,0
Random Forest,4,1,gini,900,True,False,100,0.8395061728395061,0.9315068493150684,0.7640449438202247,0.7373737373737373,0,0.1808109611912639,0,0.1544021024967148,5.0,21.0,5.0,68.0,0
Random Forest,1,1,entropy,900,True,False,100,0.85,0.918918918918919,0.7906976744186046,0.76,0,0.2864644354183381,0,0.2665036674816625,8.0,18.0,6.0,68.0,0
Random Forest,2,1,entropy,900,True,False,100,0.8518518518518519,0.9452054794520548,0.7752808988764045,0.7575757575757576,0,0.2569823873952432,0,0.2194480946123521,6.0,20.0,4.0,69.0,0
Random Forest,3,1,entropy,900,True,False,100,0.8301886792452831,0.9041095890410958,0.7674418604651163,0.7272727272727273,0,0.1757401365415173,0,0.1607535321821035,6.0,20.0,7.0,66.0,0
Random Forest,4,1,entropy,900,True,False,100,0.8395061728395061,0.9315068493150684,0.7640449438202247,0.7373737373737373,0,0.1808109611912639,0,0.1544021024967148,5.0,21.0,5.0,68.0,0
Random Forest,1,1,log_loss,1000,True,False,100,0.8571428571428571,0.9324324324324323,0.7931034482758621,0.77,0,0.3131901820468362,0,0.2866004962779157,8.0,18.0,5.0,69.0,0
Random Forest,2,1,log_loss,1000,True,False,100,0.8466257668711656,0.9452054794520548,0.7666666666666667,0.7474747474747475,0,0.2104989306130837,0,0.1741741741741742,5.0,21.0,4.0,69.0,0
Random Forest,3,1,log_loss,1000,True,False,100,0.825,0.9041095890410958,0.7586206896551724,0.7171717171717171,0,0.1300028090133749,0,0.1166347992351816,5.0,21.0,7.0,66.0,0
Random Forest,4,1,log_loss,1000,True,False,100,0.8322981366459627,0.9178082191780822,0.7613636363636364,0.7272727272727273,0,0.1541915248757839,0,0.1352313167259786,5.0,21.0,6.0,67.0,0
Random Forest,1,1,gini,1000,True,False,100,0.8658536585365854,0.9594594594594594,0.7888888888888889,0.78,0,0.3343712185642056,0,0.2857142857142857,7.0,19.0,3.0,71.0,0
Random Forest,2,1,gini,1000,True,False,100,0.8536585365853658,0.958904109589041,0.7692307692307693,0.7575757575757576,0,0.2441563945067175,0,0.1945762711864407,5.0,21.0,3.0,70.0,0
Random Forest,3,1,gini,1000,True,False,100,0.8220858895705522,0.9178082191780822,0.7444444444444445,0.7070707070707071,0,0.0508100866997098,0,0.042042042042042,3.0,23.0,6.0,67.0,0
Random Forest,4,1,gini,1000,True,False,100,0.8466257668711656,0.9452054794520548,0.7666666666666667,0.7474747474747475,0,0.2104989306130837,0,0.1741741741741742,5.0,21.0,4.0,69.0,0
Random Forest,1,1,entropy,1000,True,False,100,0.8571428571428571,0.9324324324324323,0.7931034482758621,0.77,0,0.3131901820468362,0,0.2866004962779157,8.0,18.0,5.0,69.0,0
Random Forest,2,1,entropy,1000,True,False,100,0.8466257668711656,0.9452054794520548,0.7666666666666667,0.7474747474747475,0,0.2104989306130837,0,0.1741741741741742,5.0,21.0,4.0,69.0,0
Random Forest,3,1,entropy,1000,True,False,100,0.825,0.9041095890410958,0.7586206896551724,0.7171717171717171,0,0.1300028090133749,0,0.1166347992351816,5.0,21.0,7.0,66.0,0
Random Forest,4,1,entropy,1000,True,False,100,0.8322981366459627,0.9178082191780822,0.7613636363636364,0.7272727272727273,0,0.15419152487578394,0,0.13523131672597866,5.0,21.0,6.0,67.0,0
